Referência,Data,Data de check-in,Data de check-out,Aluguer com imposto,Aluguer sem imposto,Imposto do aluguer,Extras com imposto,Extras sem imposto,Imposto dos extras,Total da reserva com imposto,Total da reserva sem imposto,Total imposto,Pagamento,Pendente,Nome alojamento,Localidade,Portal,Comissão portal/intermediário: comissão calculada,Comissão portal/intermediário: comissão personalizada
1470,07-12-2022,14-12-2022,16-12-2022,671,671,0,187,187,0,858,858,0,858,0,140,Florianópolis,Airbnb.com,132.54,132.5399932861328
1471,23-01-2023,19-02-2023,26-02-2023,1841,1841,0,164,164,0,2005,2005,0,2005,0,285,Florianópolis,Airbnb.com,309.73,309.7300109863281
1472,20-01-2023,09-02-2023,13-02-2023,638,638,0,208,208,0,846,846,0,846,0,365,Balneário Camboriú,Airbnb.com,130.69,130.6900024414062
1473,08-01-2023,14-01-2023,15-01-2023,2824.32,2824.32,0,281,281,0,3105.32,3105.32,0,3105.32,0,241,Florianópolis,Booking.com,,403.6900024414062
1474,20-12-2022,09-01-2023,15-01-2023,0,0,0,0,0,0,0,0,0,0,0,387,Florianópolis,,,
1475,06-01-2023,15-02-2023,16-02-2023,3256.8,3256.8,0,348,348,0,3604.8,3604.8,0,3604.8,0,387,Florianópolis,Airbnb.com,556.87,556.8699951171875
1476,07-12-2022,08-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,347,Florianópolis,,,
1477,10-12-2022,28-12-2022,06-01-2023,0,0,0,0,0,0,0,0,0,0,0,262,Florianópolis,,,
1478,28-11-2022,17-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,102,Florianópolis,,,
1479,24-01-2023,01-03-2023,06-03-2023,2725,2725,0,186,186,0,2911,2911,0,2911,0,246,Florianópolis,Airbnb.com,449.69,449.6900024414062
1480,22-12-2022,13-01-2023,17-01-2023,1409,1409,0,180,180,0,1589,1589,0,1589,0,270,Balneário Camboriú,Airbnb.com,245.47,245.4700012207031
1481,07-01-2023,21-01-2023,01-02-2023,3184,3184,0,287,287,0,3471,3471,0,3471,0,246,Florianópolis,Airbnb.com,536.21,536.2100219726562
1482,15-12-2022,30-12-2022,01-01-2023,14243,14243,0,923,923,0,15166,15166,0,15166,0,353,Florianópolis,Airbnb.com,2342.85,2342.85009765625
1483,28-11-2022,16-12-2022,22-12-2022,0,0,0,0,0,0,0,0,0,0,0,122,Florianópolis,Airbnb.com,0,
1484,02-01-2023,20-02-2023,02-03-2023,3820.8,3820.8,0,437,437,0,4257.8,4257.8,0,4257.8,0,367,Florianópolis,Airbnb.com,657.74,657.739990234375
1485,06-01-2023,13-01-2023,31-01-2023,1047,1047,0,259,259,0,1306,1306,0,1306,0,137,Balneário Camboriú,Airbnb.com,201.75,201.75
1486,08-01-2023,10-02-2023,14-02-2023,1222,1222,0,236,236,0,1458,1458,0,1458,0,277,Florianópolis,Airbnb.com,225.23,225.2299957275391
1487,07-01-2023,26-02-2023,03-03-2023,801,801,0,223,223,0,1024,1024,0,1024,0,260,Florianópolis,Airbnb.com,158.19,158.1900024414062
1488,30-12-2022,14-02-2023,23-02-2023,0,0,0,0,0,0,0,0,0,0,0,116,Florianópolis,,,
1489,02-12-2022,03-12-2022,06-12-2022,16776.9,16776.9,0,308,308,0,17084.9,17084.9,0,17084.9,0,187,Florianópolis,Airbnb.com,2639.31,2639.31005859375
1490,28-12-2022,18-01-2023,27-01-2023,1907.67,1907.67,0,159,159,0,2066.67,2066.67,0,2066.67,0,114,Florianópolis,Booking.com,,268.6700134277344
1491,03-01-2023,18-02-2023,23-02-2023,1419,1419,0,239,239,0,1658,1658,0,1658,0,394,Florianópolis,Airbnb.com,256.13,256.1300048828125
1492,12-12-2022,24-01-2023,29-01-2023,100,100,0,50,50,0,150,150,0,0,150,190,Balneário Camboriú,,,
1493,04-12-2022,07-12-2022,14-12-2022,0,0,0,0,0,0,0,0,0,0,0,182,Florianópolis,,,
1494,24-12-2022,10-02-2023,22-02-2023,0,0,0,0,0,0,0,0,0,0,0,105,Florianópolis,,,
1495,03-01-2023,24-02-2023,25-02-2023,4618,4618,0,349,349,0,4967,4967,0,4967,0,309,Florianópolis,Airbnb.com,767.3,767.2999877929688
1496,17-01-2023,10-02-2023,17-02-2023,2039,2039,0,194,194,0,2233,2233,0,2233,0,270,Florianópolis,Airbnb.com,344.96,344.9599914550781
1497,17-12-2022,18-01-2023,24-01-2023,2548,2548,0,304,304,0,2852,2852,0,2852,0,162,Florianópolis,Airbnb.com,440.58,440.5799865722656
1498,06-12-2022,17-02-2023,22-02-2023,0,0,0,0,0,0,0,0,0,0,0,164,Florianópolis,,,
1499,14-01-2023,15-01-2023,18-01-2023,2090,2090,0,192,192,0,2282,2282,0,2282,0,126,Florianópolis,Airbnb.com,352.52,352.5199890136719
1500,17-12-2022,16-01-2023,21-01-2023,237,237,0,0,0,0,237,237,0,201.45,0,314,Florianópolis,Airbnb.com,35.55,35.54999923706055
1501,13-12-2022,29-12-2022,01-01-2023,1683,1683,0,270,270,0,1953,1953,0,1953,0,370,Florianópolis,Airbnb.com,301.7,301.7000122070312
1502,05-01-2023,05-02-2023,16-02-2023,0,0,0,0,0,0,0,0,0,0,0,290,Florianópolis,,,
1503,29-12-2022,18-01-2023,22-01-2023,5058.85,5058.85,0,262,262,0,5320.85,5320.85,0,5320.85,0,124,Florianópolis,Booking.com,,691.7100219726562
1504,30-12-2022,03-02-2023,12-02-2023,0,0,0,0,0,0,0,0,0,0,0,343,Florianópolis,,,
1505,06-01-2023,25-01-2023,26-01-2023,7400,7400,0,218,218,0,7618,7618,0,7618,0,124,Florianópolis,Airbnb.com,1176.9,1176.900024414062
1506,27-12-2022,28-12-2022,02-01-2023,3088,3088,0,187,187,0,3275,3275,0,3275,0,145,Florianópolis,Airbnb.com,505.92,505.9200134277344
1507,09-12-2022,28-12-2022,05-01-2023,0,0,0,227,227,0,227,227,0,0,227,377,Florianópolis,,,
1508,05-12-2022,11-12-2022,12-12-2022,6372,6372,0,354,354,0,6726,6726,0,6726,0,336,Florianópolis,Airbnb.com,1039.03,1039.030029296875
1509,16-12-2022,17-12-2022,20-12-2022,2726.85,2726.85,0,185,185,0,2911.85,2911.85,0,2911.85,0,364,Florianópolis,Booking.com,,378.5400085449219
1510,21-12-2022,23-12-2022,24-12-2022,16522.2,16522.2,0,274,274,0,16796.2,16796.2,0,16796.2,0,214,Florianópolis,Airbnb.com,2594.69,2594.68994140625
1511,28-12-2022,28-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,245,Florianópolis,,,
1512,04-12-2022,15-12-2022,16-12-2022,0,0,0,0,0,0,0,0,0,0,0,361,Balneário Camboriú,Booking.com,,
1513,04-01-2023,12-01-2023,13-01-2023,688.08,688.08,0,174,174,0,862.08,862.08,0,862.08,0,121,Florianópolis,Booking.com,,112.0699996948242
1514,28-11-2022,23-12-2022,25-12-2022,873.34,873.34,0,265,265,0,1138.34,1138.34,0,0,1429.46,277,Florianópolis,,,50.54000091552734
1515,23-12-2022,29-12-2022,30-12-2022,520.8,520.8,0,265,265,0,785.8,785.8,0,0,785.8,113,Florianópolis,,,30.59000015258789
1516,06-12-2022,07-12-2022,12-12-2022,0,0,0,0,0,0,0,0,0,0,0,336,Florianópolis,,,
1517,14-01-2023,27-01-2023,03-02-2023,0,0,0,0,0,0,0,0,0,0,0,374,Camboriú,,,
1518,03-01-2023,12-01-2023,15-01-2023,0,0,0,0,0,0,0,0,0,0,0,263,Florianópolis,,,
1519,12-01-2023,13-01-2023,19-01-2023,5867.11,5867.11,0,332,332,0,6199.11,6199.11,0,6199.11,0,387,Florianópolis,Booking.com,,805.8800048828125
1520,11-01-2023,12-02-2023,20-02-2023,3088,3088,0,274,274,0,3362,3362,0,3362,0,277,Florianópolis,Airbnb.com,519.36,519.3599853515625
1521,15-01-2023,22-01-2023,27-01-2023,1064,1064,0,199,199,0,1263,1263,0,1263,0,188,Florianópolis,Airbnb.com,195.11,195.1100006103516
1522,06-01-2023,08-01-2023,09-01-2023,6838,6838,0,290,290,0,7128,7128,0,7128,0,300,Balneário Camboriú,Airbnb.com,1101.13,1101.130004882812
1523,24-01-2023,29-01-2023,30-01-2023,2422.79,2422.79,0,453,453,0,2875.79,2875.79,0,2422.79,0,356,Florianópolis,Booking.com,,373.8500061035156
1524,07-01-2023,27-02-2023,09-03-2023,13806,13806,0,354,354,0,14160,14160,0,14160,0,231,Florianópolis,Airbnb.com,2187.41,2187.409912109375
1525,04-12-2022,13-04-2023,14-04-2023,3822,3822,0,238,238,0,4060,4060,0,4060,0,282,Florianópolis,Airbnb.com,627.1900000000001,627.1900024414062
1526,07-01-2023,19-01-2023,26-01-2023,448.5,448.5,0,137,137,0,585.5,585.5,0,585.5,0,365,Florianópolis,Booking.com,,76.11000061035156
1527,29-12-2022,04-01-2023,07-01-2023,2380,2380,0,252,252,0,2632,2632,0,2632,0,335,Florianópolis,Airbnb.com,406.58,406.5799865722656
1528,18-01-2023,30-01-2023,31-01-2023,0,0,0,0,0,0,0,0,0,0,0,176,Florianópolis,,,
1529,29-11-2022,08-12-2022,14-12-2022,0,0,0,251,251,0,251,251,0,0,251,381,Florianópolis,,,
1530,20-01-2023,28-01-2023,30-01-2023,0,0,0,0,0,0,0,0,0,0,0,328,Florianópolis,,,
1531,03-12-2022,03-01-2023,04-01-2023,0,0,0,0,0,0,0,0,0,0,0,140,Florianópolis,Airbnb.com,0,
1532,04-01-2023,05-01-2023,08-01-2023,0,0,0,0,0,0,0,0,0,0,0,251,Florianópolis,,,
1533,08-01-2023,11-01-2023,12-01-2023,1229,1229,0,282,282,0,1511,1511,0,1742,0,131,Florianópolis,Airbnb.com,233.42,233.4199981689453
1534,26-01-2023,02-02-2023,15-02-2023,0,0,0,0,0,0,0,0,0,0,0,222,Florianópolis,Anfitrioesdealuguel.com.br,0,
1535,12-12-2022,02-01-2023,16-01-2023,88,88,0,0,0,0,88,88,0,88,0,227,Florianópolis,,,
1536,15-12-2022,11-01-2023,17-01-2023,0,0,0,0,0,0,0,0,0,0,0,327,Florianópolis,,,
1537,11-01-2023,21-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,328,Florianópolis,Anfitrioesdealuguel.com.br,0,
1538,12-01-2023,16-02-2023,28-02-2023,1018,1018,0,293,293,0,1311,1311,0,1311,0,287,Florianópolis,Airbnb.com,202.52,202.5200042724609
1539,01-12-2022,01-12-2022,02-12-2022,0,0,0,0,0,0,0,0,0,0,0,284,Florianópolis,,,
1540,12-01-2023,23-01-2023,24-01-2023,2708,2708,0,199,199,0,2907,2907,0,2907,0,353,Florianópolis,Airbnb.com,449.08,449.0799865722656
1541,10-01-2023,01-02-2023,02-02-2023,3332,3332,0,262,262,0,3594,3594,0,3594,0,322,Florianópolis,Airbnb.com,555.2,555.2000122070312
1542,19-12-2022,10-01-2023,16-01-2023,6351.2,6351.2,0,262,262,0,6613.2,6613.2,0,6613.2,0,226,Florianópolis,Airbnb.com,1021.61,1021.609985351562
1543,13-01-2023,28-01-2023,01-02-2023,792,792,0,207,207,0,999,999,0,999,0,186,Florianópolis,Airbnb.com,154.33,154.3300018310547
1544,24-01-2023,01-04-2023,08-04-2023,0,0,0,0,0,0,0,0,0,0,0,265,Florianópolis,,,
1545,25-01-2023,27-01-2023,28-01-2023,2115,2115,0,285,285,0,2400,2400,0,2400,0,134,Florianópolis,Airbnb.com,370.75,370.75
1546,13-12-2022,17-01-2023,03-02-2023,0,0,0,0,0,0,0,0,0,0,0,100,Florianópolis,,,
1547,03-12-2022,03-12-2022,28-12-2022,0,0,0,0,0,0,0,0,0,0,0,379,Florianópolis,,,
1548,28-11-2022,02-12-2022,03-12-2022,0,0,0,0,0,0,0,0,0,0,0,378,Florianópolis,,,
1549,30-11-2022,29-12-2022,03-01-2023,0,0,0,0,0,0,0,0,0,0,0,254,Florianópolis,,,
1550,18-01-2023,24-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,267,Florianópolis,,,
1551,25-01-2023,02-02-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,204,Itapema,,,
1552,16-01-2023,17-01-2023,18-01-2023,0,0,0,0,0,0,0,0,0,0,0,111,Balneário Camboriú,,,
1553,14-01-2023,10-02-2023,17-02-2023,0,0,0,0,0,0,0,0,0,0,0,367,Bombinhas,,,
1554,09-01-2023,10-01-2023,13-01-2023,0,0,0,0,0,0,0,0,0,0,0,140,Florianópolis,,,
1555,03-12-2022,18-12-2022,20-12-2022,0,0,0,0,0,0,0,0,0,0,0,332,Florianópolis,,,
1556,29-11-2022,30-11-2022,06-12-2022,0,0,0,0,0,0,0,0,0,0,0,121,Florianópolis,,,
1557,30-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,226,Florianópolis,,,
1558,09-12-2022,11-12-2022,14-12-2022,1529,1529,0,175,175,0,1704,1704,0,1704,0,375,Florianópolis,Airbnb.com,263.23,263.2300109863281
1559,14-12-2022,29-03-2023,30-03-2023,3277,3277,0,244,244,0,3521,3521,0,3521,0,108,Florianópolis,Airbnb.com,543.92,543.9199829101562
1560,15-12-2022,06-02-2023,19-02-2023,0,0,0,0,0,0,0,0,0,0,0,176,Florianópolis,,,
1561,18-01-2023,01-02-2023,08-02-2023,804,804,0,233,233,0,1037,1037,0,1037,0,103,Florianópolis,Airbnb.com,160.2,160.1999969482422
1562,17-01-2023,17-03-2023,23-03-2023,0,0,0,0,0,0,0,0,0,0,0,354,Florianópolis,,,
1563,20-01-2023,22-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,142,Florianópolis,,,
1564,07-12-2022,12-12-2022,17-12-2022,0,0,0,0,0,0,0,0,0,0,0,351,Florianópolis,,,
1565,10-12-2022,30-01-2023,31-01-2023,0,0,0,0,0,0,0,0,0,0,0,354,Florianópolis,,,
1566,13-12-2022,31-01-2023,01-02-2023,0,0,0,0,0,0,0,0,0,0,0,277,Florianópolis,,,
1567,16-01-2023,23-01-2023,30-01-2023,1020,1020,0,177,177,0,1197,1197,0,1197,0,361,Florianópolis,Airbnb.com,184.91,184.9100036621094
1568,10-01-2023,06-02-2023,07-02-2023,1526,1526,0,294,294,0,1820,1820,0,1820,0,378,Florianópolis,Airbnb.com,281.15,281.1499938964844
1569,29-11-2022,09-01-2023,10-01-2023,0,0,0,0,0,0,0,0,0,0,0,218,Florianópolis,,,
1570,24-01-2023,27-01-2023,31-01-2023,0,0,0,0,0,0,0,0,0,0,0,136,Florianópolis,,,
1571,12-12-2022,12-12-2022,17-12-2022,0,0,0,0,0,0,0,0,0,0,0,363,Florianópolis,,,
1572,30-11-2022,01-12-2022,08-12-2022,0,0,0,0,0,0,0,0,0,0,0,208,Florianópolis,,,
1573,13-12-2022,04-01-2023,10-01-2023,0,0,0,0,0,0,0,0,0,0,0,287,Florianópolis,,,
1574,09-01-2023,28-01-2023,04-02-2023,19207.8,19207.8,0,583,583,0,19790.8,19790.8,0,19790.8,0,131,Florianópolis,Airbnb.com,3057.31,3057.31005859375
1575,21-12-2022,06-01-2023,17-01-2023,891,891,0,265,265,0,1156,1156,0,1156,0,345,Balneário Camboriú,Airbnb.com,178.58,178.5800018310547
1576,20-01-2023,03-03-2023,14-03-2023,5094,5094,0,437,437,0,5531,5531,0,5531,0,200,Florianópolis,Airbnb.com,854.4299999999999,854.4299926757812
1577,11-12-2022,11-01-2023,19-01-2023,5517,5517,0,366,366,0,5883,5883,0,5883,0,253,Florianópolis,Airbnb.com,908.8099999999999,908.8099975585938
1578,30-11-2022,22-12-2022,23-12-2022,125.94,125.94,0,0,0,0,125.94,125.94,0,0,125.94,215,Florianópolis,,,
1579,30-11-2022,30-11-2022,01-12-2022,529,529,0,141,141,0,670,670,0,670,0,399,Florianópolis,Airbnb.com,103.5,103.5
1580,02-12-2022,23-01-2023,24-01-2023,5310,5310,0,228,228,0,5538,5538,0,5538,0,286,Florianópolis,Airbnb.com,855.51,855.510009765625
1581,07-12-2022,17-12-2022,26-12-2022,1665.4,1665.4,0,437,437,0,2102.4,2102.4,0,2102.4,0,235,Florianópolis,Airbnb.com,324.78,324.7799987792969
1582,16-01-2023,09-02-2023,21-02-2023,0,0,0,0,0,0,0,0,0,0,0,279,Penha,,,
1583,22-12-2022,29-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,181,Florianópolis,Airbnb.com,0,
1584,01-01-2023,05-02-2023,06-02-2023,2357,2357,0,180,180,0,2537,2537,0,2537,0,258,Florianópolis,Airbnb.com,391.92,391.9200134277344
1585,25-01-2023,27-01-2023,31-01-2023,1612.5,1612.5,0,274,274,0,1886.5,1886.5,0,2209,0,384,Florianópolis,Airbnb.com,341.25,341.25
1586,10-01-2023,17-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,349,Florianópolis,,,
1587,27-12-2022,16-02-2023,21-02-2023,0,0,0,0,0,0,0,0,0,0,0,250,Florianópolis,,,
1588,29-12-2022,16-01-2023,19-01-2023,5996,5996,0,287,287,0,6283,6283,0,2548.3,0,348,Florianópolis,Airbnb.com,970.6,970.5999755859375
1589,07-01-2023,30-01-2023,31-01-2023,507,507,0,200,200,0,707,707,0,707,0,321,Florianópolis,Airbnb.com,109.22,109.2200012207031
1590,08-01-2023,16-02-2023,21-02-2023,0,0,0,373,373,0,373,373,0,0,373,333,Florianópolis,,,
1591,07-12-2022,24-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,141,Florianópolis,,,
1592,06-12-2022,07-12-2022,13-12-2022,3216.41,3216.41,0,207,207,0,3423.41,3423.41,0,3423.41,0,334,Florianópolis,Booking.com,,445.0400085449219
1593,02-12-2022,03-12-2022,06-12-2022,1459,1459,0,234,234,0,1693,1693,0,1693,0,278,Florianópolis,Airbnb.com,261.53,261.5299987792969
1594,02-12-2022,26-12-2022,31-12-2022,3086,3086,0,274,274,0,3360,3360,0,3360,0,278,Florianópolis,Airbnb.com,519.05,519.0499877929688
1595,20-01-2023,28-02-2023,06-03-2023,5742,5742,0,363,363,0,6105,6105,0,6105,0,279,Florianópolis,Airbnb.com,943.11,943.1099853515625
1596,22-12-2022,21-02-2023,05-03-2023,2592.8,2592.8,0,224,224,0,2816.8,2816.8,0,2816.8,0,244,Florianópolis,Airbnb.com,435.14,435.1400146484375
1597,13-01-2023,19-01-2023,23-01-2023,516,516,0,247,247,0,763,763,0,763,0,139,Florianópolis,Airbnb.com,117.87,117.870002746582
1598,06-12-2022,07-12-2022,11-12-2022,1353.6,1353.6,0,178,178,0,1531.6,1531.6,0,1531.6,0,394,Florianópolis,Airbnb.com,236.67,236.6699981689453
1599,11-01-2023,03-03-2023,04-03-2023,4633.6,4633.6,0,437,437,0,5070.6,5070.6,0,5070.6,0,261,Florianópolis,Airbnb.com,783.3099999999999,783.3099975585938
1600,14-12-2022,21-02-2023,02-03-2023,0,0,0,0,0,0,0,0,0,0,0,221,Florianópolis,,,
1601,17-12-2022,22-01-2023,27-01-2023,0,0,0,0,0,0,0,0,0,0,0,214,Florianópolis,,,
1602,10-01-2023,12-02-2023,19-02-2023,0,0,0,0,0,0,0,0,0,0,0,271,Florianópolis,,,
1603,28-11-2022,07-12-2022,08-12-2022,0,0,0,0,0,0,0,0,0,0,0,279,Florianópolis,Airbnb.com,0,
1604,11-01-2023,25-01-2023,30-01-2023,0,0,0,0,0,0,0,0,0,0,0,340,Florianópolis,Airbnb.com,0,
1605,14-12-2022,04-01-2023,09-01-2023,0,0,0,0,0,0,0,0,0,0,0,173,Florianópolis,,,
1606,29-11-2022,03-02-2023,09-02-2023,5908,5908,0,287,287,0,6195,6195,0,0,0,354,Florianópolis,Airbnb.com,957,957
1607,18-12-2022,24-12-2022,25-12-2022,0,0,0,303,303,0,303,303,0,0,303,393,Florianópolis,,,
1608,12-01-2023,18-02-2023,23-02-2023,2415,2415,0,175,175,0,2590,2590,0,2590,0,190,Balneário Camboriú,Airbnb.com,400.1,400.1000061035156
1609,22-12-2022,12-01-2023,15-01-2023,753,753,0,151,151,0,904,904,0,904,0,309,Florianópolis,Airbnb.com,139.65,139.6499938964844
1610,20-01-2023,24-01-2023,25-01-2023,2099,2099,0,174,174,0,2273,2273,0,2273,0,148,Florianópolis,Airbnb.com,351.14,351.1400146484375
1611,06-01-2023,22-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,362,Florianópolis,,,
1612,04-01-2023,13-02-2023,21-02-2023,2618,2618,0,224,224,0,2842,2842,0,2842,0,250,Florianópolis,Airbnb.com,439.03,439.0299987792969
1613,17-01-2023,23-02-2023,28-02-2023,113.66,113.66,0,0,0,0,113.66,113.66,0,0,113.66,202,Florianópolis,,,
1614,07-01-2023,21-02-2023,28-02-2023,726,726,0,228,228,0,954,954,0,954,0,233,Florianópolis,Airbnb.com,147.37,147.3699951171875
1615,04-12-2022,28-01-2023,29-01-2023,12303.2,12303.2,0,271,271,0,12574.2,12574.2,0,12574.2,0,114,Florianópolis,Booking.com,,1634.650024414062
1616,16-12-2022,10-02-2023,16-02-2023,0,0,0,0,0,0,0,0,0,0,0,344,Balneário Camboriú,,,
1617,14-01-2023,20-01-2023,25-01-2023,682,682,0,259,259,0,941,941,0,941,0,357,Florianópolis,Airbnb.com,145.36,145.3600006103516
1618,13-12-2022,30-03-2023,08-04-2023,0,0,0,0,0,0,0,0,0,0,0,184,Florianópolis,,,
1619,03-12-2022,03-01-2023,04-01-2023,0,0,0,0,0,0,0,0,0,0,0,296,Florianópolis,,,
1620,10-01-2023,15-01-2023,26-01-2023,2124.6,2124.6,0,199,199,0,2323.6,2323.6,0,2323.6,0,166,Florianópolis,Airbnb.com,358.95,358.9500122070312
1621,19-01-2023,20-01-2023,22-01-2023,789,789,0,179,179,0,968,968,0,968,0,109,Florianópolis,Airbnb.com,149.54,149.5399932861328
1622,03-12-2022,21-01-2023,01-02-2023,0,0,0,0,0,0,0,0,0,0,0,361,Florianópolis,Anfitrioesdealuguel.com.br,0,
1623,16-01-2023,27-01-2023,28-01-2023,131.65,131.65,0,0,0,0,131.65,131.65,0,0,131.65,114,Florianópolis,,,
1624,14-12-2022,16-12-2022,20-12-2022,849.3200000000001,849.3200000000001,0,186,186,0,1035.32,1035.32,0,1035.32,0,339,Itapema,Booking.com,,134.5899963378906
1625,16-12-2022,09-02-2023,10-02-2023,2569,2569,0,164,164,0,2733,2733,0,2733,0,195,Florianópolis,Airbnb.com,422.19,422.1900024414062
1626,12-12-2022,13-12-2022,16-12-2022,0,0,0,0,0,0,0,0,0,0,0,210,Balneário Camboriú,,,
1627,07-01-2023,15-02-2023,20-02-2023,0,0,0,0,0,0,0,0,0,0,0,270,Florianópolis,Booking.com,,
1628,17-01-2023,22-02-2023,23-02-2023,470,470,0,170,170,0,640,640,0,640,0,102,Itapema,Airbnb.com,98.87,98.87000274658203
1629,04-12-2022,29-12-2022,01-01-2023,1206,1206,0,262,262,0,1468,1468,0,1468,0,165,Florianópolis,Airbnb.com,226.78,226.7799987792969
1630,16-12-2022,14-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,291,Florianópolis,,,
1631,25-12-2022,04-01-2023,08-01-2023,0,0,0,388,388,0,388,388,0,0,388,400,Florianópolis,,,
1632,05-12-2022,07-12-2022,12-12-2022,430,430,0,168,168,0,598,598,0,598,0,392,Florianópolis,Airbnb.com,92.38,92.37999725341797
1633,14-12-2022,15-12-2022,16-12-2022,0,0,0,0,0,0,0,0,0,0,0,249,Florianópolis,,,
1634,23-12-2022,26-12-2022,27-12-2022,0,0,0,0,0,0,0,0,0,0,0,193,Florianópolis,,,
1635,31-12-2022,11-02-2023,25-02-2023,0,0,0,0,0,0,0,0,0,0,0,144,Florianópolis,Anfitrioesdealuguel.com.br,0,
1636,13-01-2023,12-02-2023,20-02-2023,2150.09,2150.09,0,381,381,0,2531.09,2531.09,0,2531.09,0,293,Florianópolis,Booking.com,,329.0400085449219
1637,09-12-2022,09-12-2022,10-12-2022,11123,11123,0,271,271,0,11394,11394,0,11394,0,343,Florianópolis,Airbnb.com,1760.14,1760.140014648438
1638,04-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,225,Florianópolis,,,
1639,22-12-2022,09-01-2023,10-01-2023,0,0,0,0,0,0,0,0,0,0,0,399,Florianópolis,,,
1640,10-12-2022,12-12-2022,15-12-2022,0,0,0,0,0,0,0,0,0,0,0,395,Florianópolis,,,
1641,01-01-2023,06-01-2023,10-01-2023,0,0,0,0,0,0,0,0,0,0,0,201,Florianópolis,,,
1642,23-12-2022,05-02-2023,05-05-2023,0,0,0,0,0,0,0,0,0,0,0,232,Florianópolis,,,
1643,02-12-2022,12-12-2022,15-12-2022,0,0,0,0,0,0,0,0,0,0,0,335,Florianópolis,,,
1644,18-12-2022,26-12-2022,27-12-2022,614,614,0,164,164,0,778,778,0,778,0,340,Florianópolis,Airbnb.com,120.19,120.1900024414062
1645,11-12-2022,01-02-2023,06-02-2023,2140.39,2140.39,0,230,230,0,2370.39,2370.39,0,2370.39,0,100,Florianópolis,Booking.com,,308.1499938964844
1646,23-01-2023,14-02-2023,15-02-2023,2280,2280,0,201,201,0,2481,2481,0,2481,0,372,Florianópolis,Airbnb.com,383.26,383.260009765625
1647,30-12-2022,24-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,382,Florianópolis,Booking.com,,
1648,20-01-2023,27-01-2023,01-02-2023,21708,21708,0,525,525,0,22233,22233,0,22233,0,314,Florianópolis,Airbnb.com,3434.55,3434.550048828125
1649,12-01-2023,13-01-2023,15-01-2023,1545,1545,0,282,282,0,1827,1827,0,1827,0,113,Florianópolis,Airbnb.com,282.26,282.260009765625
1650,15-12-2022,17-12-2022,18-12-2022,2316,2316,0,238,238,0,2554,2554,0,2554,0,106,Florianópolis,Airbnb.com,394.54,394.5400085449219
1651,28-12-2022,11-01-2023,18-01-2023,1237,1237,0,287,287,0,1524,1524,0,1524,0,337,Florianópolis,Airbnb.com,235.43,235.4299926757812
1652,06-01-2023,12-01-2023,13-01-2023,0,0,0,0,0,0,0,0,0,0,0,179,Florianópolis,,,
1653,21-01-2023,05-02-2023,10-02-2023,5824,5824,0,322,322,0,6146,6146,0,6146,0,138,Florianópolis,Airbnb.com,949.4299999999999,949.4299926757812
1654,17-01-2023,23-01-2023,02-02-2023,534.4,534.4,0,199,199,0,733.4,733.4,0,733.4,0,362,Balneário Camboriú,Airbnb.com,113.3,113.3000030517578
1655,04-12-2022,08-12-2022,09-12-2022,0,0,0,0,0,0,0,0,0,0,0,383,Florianópolis,,,
1656,17-12-2022,02-02-2023,18-02-2023,2164,2164,0,297,297,0,2461,2461,0,2461,0,326,Florianópolis,Airbnb.com,380.16,380.1600036621094
1657,08-01-2023,22-01-2023,30-01-2023,1996,1996,0,210,210,0,2206,2206,0,2206,0,281,Florianópolis,Airbnb.com,340.78,340.7799987792969
1658,11-12-2022,03-01-2023,06-01-2023,2239.05,2239.05,0,282,282,0,2521.05,2521.05,0,0,2521.05,391,Florianópolis,Anfitrioesdealuguel.com.br,223.905,
1659,02-01-2023,03-01-2023,05-01-2023,0,0,0,0,0,0,0,0,0,0,0,271,Florianópolis,,,
1660,01-12-2022,01-12-2022,05-01-2023,1579.14,1579.14,0,315,315,0,1894.14,1894.14,0,1894.14,0,305,Florianópolis,Booking.com,,246.2400054931641
1661,25-01-2023,17-02-2023,25-02-2023,1462,1462,0,179,179,0,1641,1641,0,1641,0,193,Florianópolis,Airbnb.com,253.5,253.5
1662,04-01-2023,22-01-2023,23-01-2023,1959,1959,0,381,381,0,2340,2340,0,2340,0,319,Balneário Camboriú,Airbnb.com,361.48,361.4800109863281
